StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1_1,C1_2,C1_3,C1_4,C1_5,AnchoredMaxDiff7,C2_1,C2_2,C2_3,C2_4,C2_5,AnchoredMaxDiff8,C3_1,C3_2,C3_3,C3_4,C3_5,AnchoredMaxDiff9,C4_1,C4_2,C4_3,C4_4,C4_5,AnchoredMaxDiff10,C5_1,C5_2,C5_3,C5_4,C5_5,AnchoredMaxDiff11,C6_1,C6_2,C6_3,C6_4,C6_5,AnchoredMaxDiff12,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,vers_MAXDIFF,1.1_MAXDIFF,1.2_MAXDIFF,1.3_MAXDIFF,1.4_MAXDIFF,1.5_MAXDIFF,2.1_MAXDIFF,2.2_MAXDIFF,2.3_MAXDIFF,2.4_MAXDIFF,2.5_MAXDIFF,3.1_MAXDIFF,3.2_MAXDIFF,3.3_MAXDIFF,3.4_MAXDIFF,3.5_MAXDIFF,4.1_MAXDIFF,4.2_MAXDIFF,4.3_MAXDIFF,4.4_MAXDIFF,4.5_MAXDIFF,5.1_MAXDIFF,5.2_MAXDIFF,5.3_MAXDIFF,5.4_MAXDIFF,5.5_MAXDIFF,6.1_MAXDIFF,6.2_MAXDIFF,6.3_MAXDIFF,6.4_MAXDIFF,6.5_MAXDIFF,revision_MAXDIFF,Q_DataPolicyViolations
2025-08-24 16:56:18,2025-08-24 16:56:19,2,,100,1,1,2025-08-24 16:56:19,R_0Jyi9oFpJ8dgTUa,,,,,,,test,,2,1,,,,2,1,,2,,,3,2,,,,1,3,,,,1,2,1,,,2,1,,3,2,,1,,,3,,,,2,2,,1,1,,2,67,Fish,Rabbit,Turtle,Lizard,Horse,Cat,Horse,Dog,Hamster,Rabbit,Horse,Guinea pig,Fish,Rabbit,Lizard,Bird,Hamster,Horse,Dog,Fish,Dog,Turtle,Cat,Fish,Bird,Turtle,Lizard,Bird,Cat,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:19,2025-08-24 16:56:19,2,,100,0,1,2025-08-24 16:56:19,R_4JaEdhWk8KTinFs,,,,,,,test,,,,2,,1,3,,,,2,1,1,1,,,,2,3,2,,,,1,1,2,,1,,,3,,,2,,1,1,,,,2,2,,1,1,,1,68,Cat,Bird,Turtle,Fish,Hamster,Dog,Lizard,Fish,Horse,Guinea pig,Bird,Fish,Horse,Lizard,Turtle,Horse,Hamster,Dog,Rabbit,Cat,Rabbit,Dog,Hamster,Turtle,Bird,Lizard,Guinea pig,Bird,Dog,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:19,2025-08-24 16:56:20,2,,100,1,1,2025-08-24 16:56:20,R_80oijNUwDnY9QGO,,,,,,,test,,1,,,2,,1,,,2,1,,2,,2,,1,,1,,,2,,1,3,1,2,,,,3,,,1,2,,1,,,,1,1,,1,2,,2,69,Cat,Lizard,Guinea pig,Horse,Rabbit,Guinea pig,Turtle,Bird,Rabbit,Dog,Fish,Bird,Dog,Turtle,Guinea pig,Dog,Cat,Rabbit,Fish,Bird,Turtle,Hamster,Fish,Cat,Lizard,Lizard,Fish,Horse,Guinea pig,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:20,2025-08-24 16:56:20,2,,100,0,1,2025-08-24 16:56:20,R_b3mcZ56IqQZLlVc,,,,,,,test,,,2,1,,,2,,,1,2,,3,,2,1,,,2,,,2,1,,3,,1,,2,,3,1,2,,,,1,,,,1,2,,1,1,,1,70,Horse,Bird,Cat,Fish,Turtle,Guinea pig,Turtle,Lizard,Horse,Dog,Rabbit,Guinea pig,Hamster,Turtle,Bird,Hamster,Cat,Rabbit,Dog,Fish,Lizard,Hamster,Bird,Rabbit,Horse,Fish,Dog,Guinea pig,Cat,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:20,2025-08-24 16:56:21,2,,100,1,1,2025-08-24 16:56:21,R_26qtbvur3sVUK9g,,,,,,,test,,1,,,2,,1,,,2,,1,3,,1,,2,,2,,,1,,2,2,2,1,,,,3,2,,1,,,3,,,,1,1,,1,2,,1,71,Bird,Cat,Guinea pig,Lizard,Dog,Lizard,Guinea pig,Rabbit,Hamster,Cat,Cat,Horse,Turtle,Guinea pig,Fish,Hamster,Lizard,Dog,Fish,Rabbit,Fish,Rabbit,Hamster,Horse,Turtle,Turtle,Bird,Fish,Rabbit,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:21,2025-08-24 16:56:21,2,,100,0,1,2025-08-24 16:56:21,R_3xaD0HQBPA8WyeG,,,,,,,test,,2,,,1,,1,,1,,,2,3,2,,,1,,2,1,2,,,,1,2,1,,,,3,2,1,,,,2,,,,1,1,,1,2,,1,72,Bird,Lizard,Horse,Dog,Turtle,Hamster,Bird,Turtle,Rabbit,Cat,Rabbit,Dog,Cat,Lizard,Fish,Turtle,Guinea pig,Hamster,Bird,Rabbit,Guinea pig,Rabbit,Bird,Hamster,Dog,Lizard,Cat,Rabbit,Fish,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:21,2025-08-24 16:56:22,2,,100,1,1,2025-08-24 16:56:22,R_3C8ZtHD5zTA9I22,,,,,,,test,,1,,,2,,1,1,2,,,,1,,1,,2,,1,2,,,1,,2,1,,,,2,3,,,2,1,,2,,,,1,2,,1,1,,1,73,Cat,Rabbit,Guinea pig,Horse,Fish,Turtle,Fish,Rabbit,Guinea pig,Bird,Rabbit,Horse,Dog,Turtle,Cat,Bird,Dog,Fish,Lizard,Guinea pig,Horse,Bird,Lizard,Hamster,Turtle,Guinea pig,Lizard,Cat,Fish,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:22,2025-08-24 16:56:22,2,,100,0,1,2025-08-24 16:56:22,R_6WO4Uw9wZUi5U1M,,,,,,,test,,,1,,,2,2,,2,,,1,2,,,,2,1,3,,1,2,,,3,,1,2,,,1,,,2,,1,2,,,,1,2,,2,2,,1,74,Hamster,Bird,Fish,Cat,Dog,Cat,Horse,Guinea pig,Hamster,Fish,Fish,Cat,Hamster,Guinea pig,Lizard,Horse,Dog,Turtle,Lizard,Bird,Lizard,Guinea pig,Bird,Turtle,Rabbit,Turtle,Rabbit,Dog,Horse,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:22,2025-08-24 16:56:22,2,,100,0,1,2025-08-24 16:56:22,R_41kN99F1KrHiimG,,,,,,,test,,1,2,,,,1,2,,,,1,3,2,1,,,,1,,1,,,2,1,2,,,1,,3,,1,,,2,2,,,,1,1,,2,2,,2,75,Horse,Bird,Fish,Turtle,Dog,Cat,Turtle,Lizard,Dog,Rabbit,Turtle,Cat,Horse,Hamster,Bird,Rabbit,Fish,Dog,Horse,Guinea pig,Dog,Rabbit,Hamster,Guinea pig,Turtle,Bird,Lizard,Guinea pig,Fish,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:23,2025-08-24 16:56:23,2,,100,0,1,2025-08-24 16:56:23,R_7ZIiCq8qhGiDLVk,,,,,,,test,,2,,,1,,1,,1,,,2,1,2,,,1,,1,,1,,,2,3,1,,,,2,3,,2,1,,,3,,,,1,2,,2,2,,1,76,Guinea pig,Lizard,Rabbit,Bird,Horse,Turtle,Rabbit,Horse,Fish,Hamster,Hamster,Horse,Turtle,Dog,Cat,Lizard,Bird,Dog,Guinea pig,Fish,Cat,Guinea pig,Fish,Lizard,Turtle,Bird,Cat,Guinea pig,Hamster,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:23,2025-08-24 16:56:23,2,,100,0,1,2025-08-24 16:56:23,R_9LcNIw6U0cyVRbM,,,,,,,test,,1,,,2,,2,,2,1,,,3,,,,2,1,2,1,,2,,,1,1,,2,,,1,,,1,,2,3,,,,1,1,,2,2,,2,77,Horse,Hamster,Guinea pig,Rabbit,Lizard,Dog,Turtle,Lizard,Fish,Bird,Guinea pig,Rabbit,Horse,Cat,Dog,Rabbit,Guinea pig,Hamster,Bird,Cat,Fish,Horse,Bird,Dog,Hamster,Lizard,Bird,Turtle,Horse,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:23,2025-08-24 16:56:24,2,,100,1,1,2025-08-24 16:56:24,R_d3Y79o2K4yJeWeq,,,,,,,test,,2,,1,,,2,,1,,,2,2,,2,,1,,2,2,,1,,,2,,,1,,2,1,,,1,2,,3,,,,2,1,,1,1,,1,78,Horse,Hamster,Rabbit,Lizard,Dog,Lizard,Horse,Cat,Turtle,Guinea pig,Hamster,Lizard,Fish,Bird,Horse,Dog,Fish,Hamster,Rabbit,Turtle,Fish,Cat,Dog,Guinea pig,Rabbit,Turtle,Rabbit,Bird,Cat,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:24,2025-08-24 16:56:24,2,,100,0,1,2025-08-24 16:56:24,R_eM9YidC6YKUJz6K,,,,,,,test,,2,,1,,,1,,,2,,1,2,,,2,1,,2,,1,,2,,3,,,,1,2,1,,2,1,,,1,,,,1,1,,2,1,,1,79,Fish,Guinea pig,Hamster,Lizard,Cat,Guinea pig,Dog,Lizard,Rabbit,Hamster,Bird,Lizard,Horse,Hamster,Dog,Cat,Horse,Turtle,Bird,Fish,Hamster,Rabbit,Fish,Cat,Bird,Rabbit,Turtle,Guinea pig,Dog,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:24,2025-08-24 16:56:25,2,,100,1,1,2025-08-24 16:56:25,R_5mOa5H6J22mtKHI,,,,,,,test,,,2,,1,,3,,2,,1,,2,2,,,1,,3,,2,1,,,3,2,1,,,,2,,,1,2,,1,,,,1,1,,1,1,,1,80,Hamster,Fish,Bird,Cat,Turtle,Fish,Horse,Turtle,Rabbit,Lizard,Horse,Dog,Cat,Lizard,Fish,Bird,Rabbit,Hamster,Horse,Dog,Guinea pig,Lizard,Fish,Bird,Cat,Rabbit,Cat,Dog,Hamster,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:25,2025-08-24 16:56:25,2,,100,0,1,2025-08-24 16:56:25,R_8dY6FGzs29jm6TY,,,,,,,test,,,2,1,,,1,1,,2,,,1,,,1,,2,3,,2,,,1,3,,2,1,,,3,,1,,2,,2,,,,2,2,,2,1,,2,81,Turtle,Fish,Horse,Guinea pig,Bird,Dog,Guinea pig,Turtle,Bird,Hamster,Cat,Horse,Fish,Dog,Guinea pig,Fish,Hamster,Bird,Lizard,Horse,Lizard,Rabbit,Cat,Hamster,Turtle,Horse,Lizard,Rabbit,Cat,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:25,2025-08-24 16:56:26,2,,100,1,1,2025-08-24 16:56:26,R_a3JZYZmWiFLi5jo,,,,,,,test,,1,2,,,,1,1,,,2,,1,,1,,,2,2,2,,,,1,2,,1,2,,,1,2,,,1,,1,,,,1,1,,2,2,,2,82,Cat,Lizard,Hamster,Rabbit,Horse,Lizard,Guinea pig,Rabbit,Cat,Hamster,Rabbit,Horse,Dog,Turtle,Fish,Guinea pig,Bird,Horse,Fish,Cat,Dog,Rabbit,Fish,Bird,Guinea pig,Bird,Dog,Turtle,Hamster,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:26,2025-08-24 16:56:26,2,,100,0,1,2025-08-24 16:56:26,R_3DiScFoD3q4tFiK,,,,,,,test,,,,1,,2,2,,1,2,,,3,2,,,,1,1,1,,2,,,2,,,,1,2,3,2,1,,,,3,,,,1,1,,1,2,,1,83,Fish,Rabbit,Dog,Cat,Lizard,Lizard,Bird,Fish,Horse,Guinea pig,Turtle,Dog,Guinea pig,Lizard,Rabbit,Hamster,Horse,Lizard,Guinea pig,Cat,Bird,Fish,Turtle,Rabbit,Hamster,Horse,Hamster,Cat,Bird,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:26,2025-08-24 16:56:27,2,,100,1,1,2025-08-24 16:56:27,R_6txlLRMvkB8wwM6,,,,,,,test,,,,,1,2,1,,1,2,,,3,,,2,,1,3,1,2,,,,3,1,2,,,,3,,,1,2,,2,,,,1,1,,1,2,,2,84,Cat,Lizard,Dog,Rabbit,Fish,Turtle,Bird,Fish,Guinea pig,Lizard,Rabbit,Guinea pig,Horse,Cat,Hamster,Hamster,Horse,Guinea pig,Dog,Turtle,Horse,Turtle,Cat,Hamster,Dog,Fish,Dog,Bird,Horse,Rabbit,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:27,2025-08-24 16:56:27,2,,100,0,1,2025-08-24 16:56:27,R_02kcdGVGnyVtbpA,,,,,,,test,,2,1,,,,3,2,,1,,,1,,,2,,1,3,1,2,,,,1,2,,,1,,3,,,1,,2,2,,,,2,1,,2,1,,2,85,Hamster,Dog,Guinea pig,Fish,Turtle,Horse,Cat,Turtle,Rabbit,Hamster,Cat,Guinea pig,Lizard,Turtle,Bird,Dog,Fish,Rabbit,Bird,Guinea pig,Guinea pig,Turtle,Horse,Lizard,Dog,Rabbit,Bird,Fish,Cat,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:27,2025-08-24 16:56:28,2,,100,1,1,2025-08-24 16:56:28,R_37qWAYX10RyeDm6,,,,,,,test,,,1,2,,,2,,2,,,1,1,,,,1,2,1,,1,2,,,3,,,2,1,,2,2,1,,,,3,,,,2,1,,1,2,,2,86,Hamster,Horse,Cat,Fish,Turtle,Guinea pig,Lizard,Hamster,Bird,Fish,Horse,Guinea pig,Turtle,Rabbit,Hamster,Lizard,Hamster,Dog,Cat,Bird,Cat,Turtle,Fish,Guinea pig,Lizard,Bird,Cat,Rabbit,Dog,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:28,2025-08-24 16:56:28,2,,100,0,1,2025-08-24 16:56:28,R_24Py1WJ9fLhqzhY,,,,,,,test,,,,1,2,,2,,1,2,,,2,1,,,,2,1,,1,,2,,3,,,,1,2,1,,2,,1,,2,,,,2,1,,1,1,,2,87,Cat,Horse,Rabbit,Dog,Bird,Dog,Turtle,Fish,Horse,Rabbit,Guinea pig,Rabbit,Lizard,Turtle,Hamster,Turtle,Bird,Hamster,Fish,Guinea pig,Hamster,Dog,Guinea pig,Lizard,Cat,Fish,Lizard,Cat,Bird,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:28,2025-08-24 16:56:28,2,,100,0,1,2025-08-24 16:56:28,R_2l5gIVuApqN2jtQ,,,,,,,test,,,2,,1,,1,2,,,1,,2,,2,,,1,2,1,,,2,,3,,1,2,,,2,1,,,,2,3,,,,2,2,,1,2,,1,88,Cat,Fish,Guinea pig,Turtle,Dog,Turtle,Hamster,Horse,Bird,Lizard,Dog,Turtle,Lizard,Cat,Fish,Guinea pig,Rabbit,Fish,Horse,Cat,Rabbit,Bird,Hamster,Lizard,Guinea pig,Lizard,Horse,Cat,Dog,Rabbit,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:29,2025-08-24 16:56:29,2,,100,0,1,2025-08-24 16:56:29,R_2rzod6V4GbmtcIm,,,,,,,test,,,2,,1,,2,2,,1,,,3,,,,1,2,3,,,,1,2,1,2,1,,,,3,,,,2,1,1,,,,1,2,,1,1,,2,89,Fish,Horse,Bird,Rabbit,Lizard,Lizard,Fish,Cat,Guinea pig,Turtle,Rabbit,Hamster,Turtle,Bird,Cat,Horse,Dog,Guinea pig,Fish,Hamster,Hamster,Turtle,Horse,Cat,Dog,Dog,Rabbit,Hamster,Horse,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:29,2025-08-24 16:56:29,2,,100,0,1,2025-08-24 16:56:30,R_aW9woWj3yIbs0WG,,,,,,,test,,2,1,,,,1,,,1,,2,1,,2,1,,,2,2,,1,,,2,1,2,,,,1,,,,1,2,1,,,,2,1,,2,1,,1,90,Dog,Cat,Hamster,Horse,Turtle,Hamster,Bird,Lizard,Turtle,Rabbit,Cat,Turtle,Fish,Dog,Hamster,Bird,Guinea pig,Rabbit,Lizard,Horse,Rabbit,Fish,Horse,Cat,Bird,Fish,Lizard,Dog,Rabbit,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:30,2025-08-24 16:56:30,2,,100,0,1,2025-08-24 16:56:30,R_4HMxvP9GczbEvRA,,,,,,,test,,,,1,,2,2,,1,,2,,2,,,1,,2,1,,2,,1,,1,,,1,,2,3,1,,2,,,1,,,,1,1,,1,2,,1,91,Guinea pig,Cat,Fish,Dog,Horse,Turtle,Bird,Horse,Rabbit,Dog,Cat,Fish,Bird,Lizard,Guinea pig,Hamster,Turtle,Guinea pig,Horse,Lizard,Horse,Hamster,Dog,Bird,Rabbit,Fish,Rabbit,Turtle,Cat,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:30,2025-08-24 16:56:30,2,,100,0,1,2025-08-24 16:56:30,R_9p4txR3derEv4lU,,,,,,,test,,2,1,,,,1,,1,,2,,3,1,,,2,,3,,2,1,,,1,,,2,,1,2,,,1,2,,2,,,,1,1,,2,2,,2,92,Fish,Horse,Guinea pig,Lizard,Cat,Hamster,Cat,Dog,Bird,Guinea pig,Rabbit,Hamster,Turtle,Dog,Lizard,Horse,Turtle,Hamster,Cat,Bird,Bird,Dog,Rabbit,Hamster,Fish,Guinea pig,Rabbit,Horse,Fish,Turtle,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:30,2025-08-24 16:56:31,2,,100,1,1,2025-08-24 16:56:31,R_0ixOfLdD8lvypCK,,,,,,,test,,,1,,,2,2,,,2,,1,2,,2,1,,,3,1,,,2,,3,2,,,,1,2,2,,,,1,3,,,,2,1,,2,2,,2,93,Fish,Rabbit,Cat,Horse,Guinea pig,Rabbit,Fish,Turtle,Cat,Dog,Turtle,Hamster,Dog,Guinea pig,Bird,Hamster,Bird,Horse,Lizard,Rabbit,Guinea pig,Horse,Fish,Dog,Lizard,Cat,Turtle,Lizard,Bird,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:31,2025-08-24 16:56:31,2,,100,0,1,2025-08-24 16:56:31,R_bKrev6qR1y84IoC,,,,,,,test,,,,1,,2,1,,,2,1,,3,2,,1,,,3,2,,,1,,2,,2,,,1,2,1,,2,,,2,,,,1,2,,2,1,,2,94,Fish,Cat,Lizard,Turtle,Horse,Cat,Rabbit,Turtle,Horse,Hamster,Guinea pig,Bird,Hamster,Lizard,Cat,Dog,Hamster,Guinea pig,Bird,Lizard,Horse,Guinea pig,Rabbit,Fish,Bird,Turtle,Fish,Bird,Rabbit,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:31,2025-08-24 16:56:32,2,,100,1,1,2025-08-24 16:56:32,R_8611r5fvWuCE7NI,,,,,,,test,,1,,2,,,2,,1,,2,,1,1,,2,,,3,,2,1,,,2,,2,,1,,1,1,,,,2,3,,,,2,1,,2,1,,1,95,Horse,Guinea pig,Bird,Rabbit,Fish,Hamster,Bird,Turtle,Lizard,Guinea pig,Dog,Horse,Rabbit,Fish,Turtle,Fish,Dog,Guinea pig,Bird,Cat,Rabbit,Cat,Hamster,Horse,Lizard,Bird,Lizard,Horse,Turtle,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:32,2025-08-24 16:56:32,2,,100,0,1,2025-08-24 16:56:32,R_6X5HPenok5b4qhg,,,,,,,test,,,1,,2,,2,,1,,,2,3,1,2,,,,1,2,,,1,,3,,1,2,,,2,,1,2,,,1,,,,1,1,,1,1,,2,96,Bird,Horse,Fish,Dog,Cat,Hamster,Guinea pig,Turtle,Cat,Dog,Horse,Cat,Rabbit,Fish,Hamster,Fish,Hamster,Guinea pig,Turtle,Bird,Dog,Lizard,Hamster,Bird,Fish,Turtle,Bird,Horse,Rabbit,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:32,2025-08-24 16:56:33,2,,100,1,1,2025-08-24 16:56:33,R_5d2hiWnzVLDGLMG,,,,,,,test,,1,,2,,,3,,1,2,,,2,,1,,2,,2,1,,2,,,3,,,1,2,,3,1,,2,,,2,,,,2,1,,1,2,,1,97,Horse,Fish,Cat,Turtle,Lizard,Bird,Cat,Lizard,Guinea pig,Turtle,Cat,Dog,Hamster,Fish,Rabbit,Hamster,Lizard,Rabbit,Dog,Horse,Dog,Guinea pig,Turtle,Rabbit,Hamster,Guinea pig,Horse,Fish,Bird,Cat,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:33,2025-08-24 16:56:33,2,,100,0,1,2025-08-24 16:56:33,R_6yv3p90yVqgJcfs,,,,,,,test,,,1,2,,,2,,,1,2,,2,1,,,,2,3,,2,,,1,1,2,1,,,,3,,1,2,,,2,,,,2,2,,1,2,,1,98,Cat,Guinea pig,Hamster,Lizard,Bird,Guinea pig,Bird,Cat,Dog,Rabbit,Bird,Rabbit,Horse,Cat,Fish,Dog,Lizard,Fish,Guinea pig,Hamster,Turtle,Fish,Rabbit,Hamster,Dog,Rabbit,Turtle,Lizard,Horse,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:33,2025-08-24 16:56:33,2,,100,0,1,2025-08-24 16:56:33,R_0uMKgjHt6TgcOFg,,,,,,,test,,2,,1,,,3,1,,2,,,3,1,2,,,,3,,,1,2,,2,,,2,,1,3,1,,2,,,2,,,,1,2,,1,2,,2,99,Bird,Lizard,Turtle,Hamster,Rabbit,Dog,Rabbit,Lizard,Fish,Cat,Hamster,Horse,Cat,Lizard,Fish,Horse,Bird,Fish,Guinea pig,Hamster,Guinea pig,Dog,Horse,Rabbit,Bird,Rabbit,Turtle,Dog,Cat,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 16:56:34,2025-08-24 16:56:34,2,,100,0,1,2025-08-24 16:56:34,R_9H5iJibLOnxNESG,,,,,,,test,,2,,,1,,3,1,,2,,,3,,,2,1,,2,1,,,,2,3,,1,,2,,3,1,,,2,,3,,,,1,2,,2,2,,1,100,Bird,Cat,Lizard,Guinea pig,Horse,Fish,Lizard,Horse,Hamster,Dog,Turtle,Rabbit,Bird,Lizard,Hamster,Rabbit,Guinea pig,Cat,Dog,Bird,Guinea pig,Dog,Fish,Horse,Turtle,Cat,Fish,Hamster,Rabbit,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:41,2025-08-24 17:01:41,2,,100,0,1,2025-08-24 17:01:41,R_54Ktzg7wMgy9shw,,,,,,,test,,,,,2,1,3,2,,1,,,3,2,,,,1,1,1,2,,,,1,2,,,1,,3,2,1,,,,2,,,,2,2,,1,2,,2,101,Bird,Hamster,Guinea pig,Turtle,Horse,Dog,Turtle,Lizard,Rabbit,Hamster,Fish,Cat,Turtle,Bird,Dog,Horse,Bird,Dog,Guinea pig,Turtle,Rabbit,Horse,Hamster,Cat,Fish,Cat,Guinea pig,Rabbit,Hamster,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:41,2025-08-24 17:01:42,2,,100,1,1,2025-08-24 17:01:42,R_cw2RwkOqIw7tnro,,,,,,,test,,,,2,1,,2,,,2,,1,1,,,,1,2,3,,,1,2,,1,1,2,,,,2,,,1,2,,1,,,,1,1,,1,1,,1,102,Rabbit,Turtle,Bird,Cat,Fish,Guinea pig,Bird,Dog,Rabbit,Lizard,Dog,Hamster,Rabbit,Guinea pig,Cat,Lizard,Rabbit,Fish,Turtle,Guinea pig,Horse,Dog,Lizard,Hamster,Bird,Cat,Guinea pig,Turtle,Horse,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:42,2025-08-24 17:01:42,2,,100,0,1,2025-08-24 17:01:42,R_aWAcXVkOCjbWqto,,,,,,,test,,,2,,1,,2,1,,2,,,3,1,,,,2,1,,,2,,1,2,1,,,,2,2,2,,1,,,1,,,,1,1,,1,2,,1,103,Dog,Bird,Lizard,Cat,Rabbit,Cat,Fish,Rabbit,Turtle,Hamster,Turtle,Horse,Dog,Lizard,Cat,Horse,Turtle,Hamster,Bird,Guinea pig,Bird,Lizard,Turtle,Rabbit,Fish,Fish,Guinea pig,Horse,Hamster,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:42,2025-08-24 17:01:43,2,,100,1,1,2025-08-24 17:01:43,R_9ZWgskVavXuYhZs,,,,,,,test,,,,2,,1,1,2,,,,1,2,,,1,,2,3,2,1,,,,2,2,,,,1,2,,1,2,,,1,,,,2,1,,2,1,,2,104,Dog,Fish,Rabbit,Turtle,Guinea pig,Rabbit,Bird,Dog,Guinea pig,Cat,Turtle,Guinea pig,Lizard,Dog,Hamster,Lizard,Rabbit,Turtle,Fish,Horse,Horse,Hamster,Cat,Rabbit,Bird,Fish,Turtle,Hamster,Bird,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:43,2025-08-24 17:01:43,2,,100,0,1,2025-08-24 17:01:44,R_4N01AUKDg3yBMvI,,,,,,,test,,,2,1,,,2,1,,,,2,3,,,,1,2,2,1,2,,,,3,,,1,2,,1,,,1,2,,2,,,,2,1,,1,2,,1,105,Bird,Turtle,Fish,Dog,Hamster,Turtle,Fish,Guinea pig,Hamster,Rabbit,Guinea pig,Rabbit,Turtle,Horse,Lizard,Horse,Bird,Lizard,Guinea pig,Cat,Lizard,Horse,Dog,Cat,Fish,Hamster,Cat,Bird,Fish,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:44,2025-08-24 17:01:44,2,,100,0,1,2025-08-24 17:01:44,R_5haiAurk786EmdE,,,,,,,test,,2,,1,,,3,,2,,1,,2,,,1,2,,3,,,2,,1,1,,,1,2,,2,2,1,,,,3,,,,2,1,,1,1,,2,106,Rabbit,Guinea pig,Cat,Lizard,Horse,Hamster,Dog,Rabbit,Fish,Cat,Dog,Fish,Lizard,Bird,Hamster,Lizard,Rabbit,Dog,Hamster,Turtle,Bird,Horse,Turtle,Guinea pig,Lizard,Cat,Turtle,Fish,Dog,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:44,2025-08-24 17:01:44,2,,100,0,1,2025-08-24 17:01:45,R_cYN2LMVEC39vAdo,,,,,,,test,,,2,1,,,2,,,2,,1,3,2,1,,,,3,,,,2,1,3,2,,1,,,3,,1,,2,,2,,,,2,1,,2,2,,2,107,Rabbit,Turtle,Hamster,Fish,Cat,Fish,Bird,Guinea pig,Horse,Hamster,Guinea pig,Hamster,Fish,Lizard,Turtle,Dog,Guinea pig,Turtle,Rabbit,Horse,Horse,Dog,Bird,Hamster,Lizard,Cat,Rabbit,Dog,Bird,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
